league,year,split,patch,side,position,golddiffat25,xpdiffat25,csdiffat25,kills,assists,deaths,opp_killsat25,opp_assistsat25,opp_deathsat25
2,2025,0,15.01,1,0,-1780.0,-1910.0,5.0,3,2,2,0.0,0.0,0.0
17,2025,5,15.02,1,3,1623.0,1675.0,-6.0,2,17,2,0.0,0.0,0.0
4,2025,4,15.01,1,0,-981.0,261.0,0.0,1,2,2,0.0,0.0,0.0
2,2025,0,15.01,1,3,431.0,339.0,-3.0,0,7,1,0.0,0.0,0.0
14,2025,5,15.01,1,3,-208.0,-1380.0,-2.0,1,5,6,0.0,0.0,0.0
14,2025,5,15.01,0,1,-1051.0,597.0,-18.0,2,21,2,0.0,0.0,0.0
4,2025,4,15.01,0,4,0.0,0.0,0.0,5,9,19,0.0,0.0,0.0
7,2025,5,15.01,0,0,-1901.0,-1849.0,-13.0,15,6,4,0.0,0.0,0.0
12,2025,4,15.02,0,0,-106.0,328.0,7.0,7,8,2,0.0,0.0,0.0
9,2025,2,15.02,0,0,0.0,0.0,0.0,4,9,1,0.0,0.0,0.0
6,2025,1,15.01,1,5,-299.0,1418.0,19.0,1,7,2,0.0,0.0,0.0
9,2025,2,15.02,1,3,741.0,-454.0,3.0,5,11,7,0.0,0.0,0.0
14,2025,5,15.01,1,1,2354.0,2837.0,26.0,13,9,1,0.0,0.0,0.0
3,2025,3,15.01,0,5,215.0,-463.0,-14.0,4,12,3,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,2,10,7,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,5,13,0,0.0,0.0,0.0
5,2025,5,15.01,0,5,823.0,182.0,-7.0,2,2,3,0.0,0.0,0.0
17,2025,5,15.01,0,2,-550.0,1287.0,-9.0,3,7,1,0.0,0.0,0.0
1,2025,6,15.02,1,0,1234.0,501.0,5.0,7,5,2,0.0,0.0,0.0
8,2025,5,15.01,0,5,3524.0,2660.0,65.0,5,4,3,0.0,0.0,0.0
4,2025,4,15.01,0,4,-6767.0,-7218.0,-101.0,10,21,23,0.0,0.0,0.0
3,2025,3,15.01,0,3,319.0,355.0,8.0,0,13,6,0.0,0.0,0.0
5,2025,5,15.02,1,5,279.0,1077.0,3.0,3,3,0,0.0,0.0,0.0
5,2025,5,15.02,1,4,2020.0,1115.0,19.0,15,43,16,0.0,0.0,0.0
15,2025,5,15.02,0,0,-315.0,-435.0,-20.0,8,9,1,0.0,0.0,0.0
2,2025,0,15.01,0,4,3003.0,925.0,51.0,10,27,20,0.0,0.0,0.0
9,2025,2,15.02,0,5,448.0,-52.0,5.0,3,7,7,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,4,5,0,0.0,0.0,0.0
5,2025,5,15.02,1,1,-121.0,1140.0,32.0,0,4,3,0.0,0.0,0.0
14,2025,5,15.01,1,2,-3635.0,-3047.0,-34.0,0,5,7,0.0,0.0,0.0
14,2025,5,15.01,1,1,914.0,545.0,5.0,6,8,0,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,0,8,4,0.0,0.0,0.0
3,2025,3,15.01,1,4,7787.0,5143.0,83.0,15,38,5,0.0,0.0,0.0
6,2025,1,15.01,1,4,2710.0,1896.0,55.0,23,61,23,0.0,0.0,0.0
2,2025,0,15.01,0,0,-1124.0,-993.0,-28.0,3,1,2,0.0,0.0,0.0
15,2025,5,15.02,0,2,-1280.0,-426.0,-33.0,9,7,4,0.0,0.0,0.0
3,2025,3,15.01,0,3,-579.0,550.0,25.0,0,8,3,0.0,0.0,0.0
3,2025,3,15.01,0,5,-1082.0,-1078.0,-27.0,3,6,5,0.0,0.0,0.0
13,2025,5,15.01,0,1,2598.0,2295.0,24.0,6,9,2,0.0,0.0,0.0
10,2025,4,15.02,1,4,0.0,0.0,0.0,11,24,14,0.0,0.0,0.0
4,2025,4,15.02,0,2,-558.0,-306.0,17.0,3,8,3,0.0,0.0,0.0
6,2025,1,15.01,1,0,998.0,1265.0,21.0,6,7,0,0.0,0.0,0.0
9,2025,2,15.02,1,1,-691.0,-156.0,11.0,3,4,4,0.0,0.0,0.0
10,2025,4,15.02,0,1,0.0,0.0,0.0,2,2,4,0.0,0.0,0.0
5,2025,5,15.02,1,4,-11172.0,-11143.0,-110.0,10,24,26,0.0,0.0,0.0
5,2025,5,15.02,0,0,-2694.0,-146.0,-17.0,0,0,4,0.0,0.0,0.0
15,2025,5,15.02,1,3,-86.0,-360.0,16.0,3,11,2,0.0,0.0,0.0
14,2025,5,15.01,1,1,-2499.0,-2643.0,-41.0,1,3,7,0.0,0.0,0.0
9,2025,2,15.02,1,5,-3157.0,-2812.0,-53.0,1,3,4,0.0,0.0,0.0
10,2025,4,15.02,1,4,0.0,0.0,0.0,13,34,5,0.0,0.0,0.0
2,2025,0,15.01,0,2,395.0,52.0,0.0,5,10,2,0.0,0.0,0.0
2,2025,0,15.01,1,5,2449.0,1868.0,33.0,2,13,3,0.0,0.0,0.0
11,2025,4,15.02,0,4,-7983.0,-9871.0,-66.0,8,21,25,0.0,0.0,0.0
2,2025,0,15.01,1,2,1984.0,859.0,-6.0,10,6,1,0.0,0.0,0.0
2,2025,0,15.01,1,2,-1558.0,-730.0,-29.0,3,4,1,0.0,0.0,0.0
2,2025,0,15.01,0,3,221.0,657.0,6.0,1,22,4,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,0,13,7,0.0,0.0,0.0
5,2025,5,15.01,0,4,3670.0,3777.0,13.0,19,54,6,0.0,0.0,0.0
10,2025,4,15.01,1,4,0.0,0.0,0.0,21,49,6,0.0,0.0,0.0
2,2025,0,15.01,1,1,376.0,259.0,9.0,3,5,3,0.0,0.0,0.0
7,2025,5,15.01,1,4,5621.0,4329.0,107.0,22,47,18,0.0,0.0,0.0
7,2025,5,15.01,1,1,1345.0,2029.0,37.0,3,13,3,0.0,0.0,0.0
6,2025,1,15.01,1,5,-1438.0,-797.0,1.0,1,7,4,0.0,0.0,0.0
1,2025,6,15.02,1,2,-1441.0,-145.0,-6.0,1,4,6,0.0,0.0,0.0
15,2025,5,15.01,1,2,684.0,1036.0,36.0,1,0,5,0.0,0.0,0.0
14,2025,5,15.01,1,1,-2511.0,-978.0,-27.0,0,10,3,0.0,0.0,0.0
13,2025,5,15.01,0,4,4140.0,4222.0,98.0,17,39,7,0.0,0.0,0.0
10,2025,4,15.02,1,3,0.0,0.0,0.0,0,5,5,0.0,0.0,0.0
12,2025,4,15.02,0,5,2498.0,675.0,26.0,1,10,1,0.0,0.0,0.0
4,2025,4,15.01,0,2,2238.0,231.0,30.0,4,7,0,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,3,6,4,0.0,0.0,0.0
2,2025,0,15.01,0,1,-1374.0,-278.0,-5.0,2,7,4,0.0,0.0,0.0
0,2025,5,15.01,0,0,1301.0,-421.0,-13.0,10,3,0,0.0,0.0,0.0
17,2025,5,15.01,0,0,1149.0,870.0,2.0,4,4,1,0.0,0.0,0.0
8,2025,5,15.01,0,5,1889.0,1700.0,24.0,2,1,2,0.0,0.0,0.0
3,2025,3,15.01,0,1,134.0,20.0,-12.0,7,10,7,0.0,0.0,0.0
9,2025,2,15.02,1,5,229.0,-819.0,14.0,3,14,6,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,7,7,2,0.0,0.0,0.0
9,2025,2,15.02,1,3,-1498.0,459.0,10.0,0,3,6,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,1,3,3,0.0,0.0,0.0
9,2025,2,15.02,1,2,0.0,0.0,0.0,3,11,0,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,4,9,0,0.0,0.0,0.0
14,2025,5,15.01,0,2,2893.0,2870.0,25.0,5,12,1,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,2,2,3,0.0,0.0,0.0
9,2025,2,15.02,0,2,-3329.0,-733.0,-10.0,0,9,7,0.0,0.0,0.0
13,2025,5,15.01,0,5,3172.0,2011.0,43.0,3,4,2,2.0,2.0,2.0
3,2025,3,15.01,1,2,534.0,-478.0,-7.0,7,7,2,0.0,0.0,0.0
12,2025,4,15.02,1,4,1680.0,-100.0,44.0,21,48,12,0.0,0.0,0.0
0,2025,5,15.01,1,0,-2137.0,-496.0,-21.0,2,5,2,0.0,0.0,0.0
5,2025,5,15.01,0,1,240.0,990.0,2.0,3,12,0,0.0,0.0,0.0
3,2025,3,15.01,0,1,1857.0,1071.0,43.0,2,2,2,0.0,0.0,0.0
10,2025,4,15.01,1,1,0.0,0.0,0.0,4,16,3,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,6,11,2,0.0,0.0,0.0
3,2025,3,15.01,1,0,1308.0,388.0,20.0,4,6,1,2.0,2.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,5,12,2,0.0,0.0,0.0
3,2025,3,15.01,1,4,-5283.0,-3273.0,-1.0,4,11,8,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,5,8,1,0.0,0.0,0.0
3,2025,3,15.01,1,1,3074.0,2422.0,32.0,4,10,1,0.0,0.0,0.0
5,2025,5,15.02,1,4,7504.0,5333.0,26.0,17,37,1,0.0,0.0,0.0
13,2025,5,15.01,1,0,2128.0,1264.0,3.0,9,8,2,0.0,0.0,0.0
14,2025,5,15.01,0,4,3015.0,1541.0,-51.0,14,31,12,0.0,0.0,0.0
16,2025,5,15.02,0,5,-43.0,158.0,-6.0,1,9,2,0.0,0.0,0.0
11,2025,4,15.02,0,5,-3.0,-2055.0,-3.0,5,0,5,0.0,0.0,0.0
16,2025,5,15.02,1,4,-916.0,217.0,-10.0,16,27,20,0.0,0.0,0.0
1,2025,6,15.02,1,3,-1119.0,53.0,0.0,0,5,3,0.0,0.0,0.0
0,2025,5,15.01,0,2,1320.0,1289.0,14.0,6,26,2,0.0,0.0,0.0
13,2025,5,15.01,0,4,-70.0,-721.0,-2.0,3,4,10,0.0,0.0,0.0
9,2025,2,15.02,0,2,1344.0,1449.0,16.0,4,13,1,0.0,0.0,0.0
3,2025,3,15.01,1,0,-681.0,102.0,-14.0,4,5,3,0.0,0.0,0.0
17,2025,5,15.01,0,4,-7613.0,-10284.0,-43.0,8,15,23,0.0,0.0,0.0
13,2025,5,15.01,0,2,143.0,-735.0,1.0,2,7,4,0.0,0.0,0.0
14,2025,5,15.01,1,4,-13760.0,-11818.0,-81.0,9,23,28,0.0,0.0,0.0
3,2025,3,15.01,0,1,-2495.0,-1730.0,-9.0,1,7,4,0.0,0.0,0.0
13,2025,5,15.02,0,3,-780.0,239.0,-11.0,0,5,6,0.0,0.0,0.0
6,2025,1,15.01,0,2,1662.0,1962.0,26.0,9,6,2,0.0,0.0,0.0
9,2025,2,15.02,0,3,0.0,0.0,0.0,0,5,2,0.0,0.0,0.0
7,2025,5,15.01,1,1,2260.0,1185.0,18.0,6,7,1,0.0,0.0,0.0
6,2025,1,15.01,0,4,8601.0,6947.0,22.0,21,55,5,0.0,0.0,0.0
9,2025,2,15.02,1,2,325.0,-1394.0,-3.0,3,6,4,0.0,0.0,0.0
3,2025,3,15.01,0,4,-7802.0,-6723.0,-40.0,4,11,21,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,9,10,2,0.0,0.0,0.0
1,2025,6,15.02,0,5,2660.0,1597.0,58.0,6,7,2,0.0,0.0,0.0
9,2025,2,15.02,0,3,-78.0,-553.0,10.0,0,13,3,0.0,0.0,0.0
3,2025,3,15.01,0,3,771.0,1636.0,1.0,1,19,2,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,7,9,0,0.0,0.0,0.0
17,2025,5,15.01,0,5,833.0,66.0,7.0,6,1,1,0.0,0.0,0.0
0,2025,5,15.01,0,0,-2378.0,-1238.0,11.0,1,0,3,0.0,0.0,0.0
3,2025,3,15.01,1,5,1356.0,2091.0,5.0,5,6,1,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,2,14,1,0.0,0.0,0.0
1,2025,6,15.02,1,4,-2557.0,-4428.0,44.0,8,17,30,0.0,0.0,0.0
10,2025,4,15.02,1,2,0.0,0.0,0.0,3,4,4,0.0,0.0,0.0
2,2025,0,15.01,1,0,-271.0,-117.0,11.0,1,3,0,0.0,0.0,0.0
2,2025,0,15.01,1,1,0.0,0.0,0.0,4,12,2,0.0,0.0,0.0
1,2025,6,15.01,0,1,-2571.0,-653.0,-30.0,0,7,4,0.0,0.0,0.0
3,2025,3,15.01,0,1,1040.0,1748.0,41.0,1,7,0,0.0,0.0,0.0
6,2025,1,15.01,1,3,625.0,701.0,-3.0,0,15,3,0.0,0.0,0.0
3,2025,3,15.01,1,3,1236.0,1283.0,18.0,1,15,1,0.0,0.0,0.0
3,2025,3,15.01,0,0,-1113.0,475.0,12.0,1,2,2,0.0,0.0,0.0
8,2025,5,15.01,0,4,13696.0,7976.0,131.0,12,26,5,0.0,0.0,0.0
15,2025,5,15.01,1,5,-519.0,-940.0,-20.0,2,11,8,0.0,0.0,0.0
0,2025,5,15.01,0,1,0.0,0.0,0.0,3,3,3,0.0,0.0,0.0
9,2025,2,15.02,1,3,-943.0,168.0,-9.0,1,8,4,0.0,0.0,0.0
8,2025,5,15.01,0,4,-7824.0,-9150.0,-29.0,1,3,19,0.0,0.0,0.0
2,2025,0,15.01,0,0,-24.0,626.0,19.0,2,2,3,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,1,19,2,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,5,3,2,0.0,0.0,0.0
4,2025,4,15.01,1,0,-2938.0,-2836.0,-33.0,0,5,3,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,2,2,3,0.0,0.0,0.0
17,2025,5,15.01,1,2,-1935.0,-965.0,8.0,1,2,2,0.0,0.0,0.0
14,2025,5,15.01,0,3,67.0,401.0,2.0,0,9,8,0.0,0.0,0.0
4,2025,4,15.02,0,2,127.0,-258.0,-10.0,1,7,5,0.0,0.0,0.0
11,2025,4,15.02,1,4,2051.0,266.0,79.0,12,30,11,0.0,0.0,0.0
1,2025,6,15.02,1,1,-121.0,-559.0,-7.0,3,8,3,0.0,0.0,0.0
11,2025,4,15.02,0,3,-520.0,296.0,-2.0,0,8,3,0.0,0.0,0.0
13,2025,5,15.01,0,5,1062.0,866.0,35.0,5,9,0,0.0,0.0,0.0
3,2025,3,15.01,0,3,1193.0,1297.0,10.0,2,16,3,0.0,0.0,0.0
5,2025,5,15.02,1,2,-3285.0,-2984.0,-50.0,2,1,5,0.0,0.0,0.0
2,2025,0,15.01,1,5,-169.0,-1373.0,-7.0,0,1,4,0.0,0.0,0.0
11,2025,4,15.02,0,3,-1206.0,-751.0,-5.0,0,5,3,0.0,0.0,0.0
5,2025,5,15.01,0,4,3734.0,5407.0,23.0,19,50,5,0.0,0.0,0.0
0,2025,5,15.02,1,0,-484.0,139.0,7.0,7,8,3,0.0,0.0,0.0
13,2025,5,15.01,0,4,1915.0,1691.0,-1.0,13,25,17,0.0,0.0,0.0
3,2025,3,15.01,0,3,595.0,-43.0,3.0,1,22,4,0.0,0.0,0.0
2,2025,0,15.01,0,5,1652.0,1389.0,-10.0,3,9,2,0.0,0.0,0.0
7,2025,5,15.01,1,1,-1568.0,-615.0,0.0,2,5,6,0.0,0.0,0.0
3,2025,3,15.01,1,5,2129.0,2571.0,5.0,3,15,2,0.0,0.0,0.0
3,2025,3,15.01,1,4,2250.0,1537.0,18.0,18,41,9,0.0,0.0,0.0
2,2025,0,15.01,0,1,221.0,764.0,-13.0,1,14,2,0.0,0.0,0.0
10,2025,4,15.02,1,5,0.0,0.0,0.0,2,2,4,0.0,0.0,0.0
5,2025,5,15.01,0,0,-370.0,1634.0,13.0,5,9,0,0.0,0.0,0.0
3,2025,3,15.01,1,1,1661.0,1657.0,30.0,3,9,1,0.0,0.0,0.0
9,2025,2,15.02,0,4,-1566.0,707.0,-5.0,31,90,25,0.0,0.0,0.0
4,2025,4,15.01,0,2,-1272.0,-668.0,13.0,4,15,4,0.0,0.0,0.0
9,2025,2,15.02,1,1,2207.0,2841.0,8.0,6,14,3,0.0,0.0,0.0
5,2025,5,15.02,0,0,-1063.0,-1.0,2.0,6,4,2,0.0,0.0,0.0
4,2025,4,15.02,0,0,-1092.0,-1264.0,-46.0,2,3,3,0.0,0.0,0.0
3,2025,3,15.01,0,0,-995.0,-364.0,5.0,8,5,7,0.0,0.0,0.0
17,2025,5,15.02,0,5,935.0,2509.0,7.0,6,6,0,0.0,0.0,0.0
11,2025,4,15.02,0,2,-2821.0,-2419.0,-32.0,1,2,3,0.0,0.0,0.0
5,2025,5,15.01,0,5,693.0,431.0,12.0,7,6,2,0.0,0.0,0.0
2,2025,0,15.01,0,3,-61.0,-154.0,7.0,3,12,5,0.0,0.0,0.0
9,2025,2,15.02,0,0,-1562.0,-1843.0,20.0,0,3,6,0.0,0.0,0.0
2,2025,0,15.01,0,1,348.0,724.0,-4.0,3,5,0,0.0,0.0,0.0
14,2025,5,15.01,1,0,-5737.0,-4448.0,-50.0,1,4,7,0.0,0.0,0.0
4,2025,4,15.01,0,5,1971.0,2651.0,43.0,0,4,1,0.0,0.0,0.0
5,2025,5,15.01,1,2,-689.0,268.0,-13.0,1,10,0,0.0,0.0,0.0
15,2025,5,15.02,1,1,1311.0,1631.0,13.0,2,13,2,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,1,15,3,0.0,0.0,0.0
13,2025,5,15.01,1,2,-921.0,-943.0,15.0,3,4,2,0.0,0.0,0.0
4,2025,4,15.01,0,2,-2996.0,-2205.0,-41.0,0,0,3,0.0,0.0,0.0
10,2025,4,15.02,0,3,0.0,0.0,0.0,1,15,3,0.0,0.0,0.0
1,2025,6,15.02,1,0,-1478.0,-961.0,-22.0,5,12,1,0.0,0.0,0.0
10,2025,4,15.02,0,5,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0
15,2025,5,15.01,1,2,-1628.0,-237.0,-35.0,2,1,5,0.0,0.0,0.0
12,2025,4,15.02,0,3,2015.0,1901.0,5.0,1,17,1,0.0,0.0,0.0
3,2025,3,15.01,1,0,-1284.0,-1728.0,-20.0,8,8,4,0.0,0.0,0.0
4,2025,4,15.02,1,1,248.0,1001.0,8.0,6,15,1,0.0,0.0,0.0
3,2025,3,15.01,0,2,0.0,0.0,0.0,0,3,4,0.0,0.0,0.0
14,2025,5,15.01,1,4,2714.0,2498.0,9.0,25,50,15,0.0,0.0,0.0
8,2025,5,15.01,1,2,-547.0,1497.0,-12.0,4,9,4,0.0,0.0,0.0
15,2025,5,15.02,0,4,-3808.0,-5877.0,-105.0,5,10,19,0.0,0.0,0.0
9,2025,2,15.02,1,0,0.0,0.0,0.0,3,5,0,0.0,0.0,0.0
9,2025,2,15.02,1,3,0.0,0.0,0.0,1,12,0,0.0,0.0,0.0
1,2025,6,15.02,0,4,2454.0,5686.0,61.0,27,61,9,0.0,0.0,0.0
14,2025,5,15.02,0,0,0.0,0.0,0.0,4,1,0,0.0,0.0,0.0
2,2025,0,15.01,0,2,-785.0,872.0,-19.0,4,12,1,0.0,0.0,0.0
15,2025,5,15.01,1,1,-2421.0,-3742.0,-69.0,0,1,4,0.0,0.0,0.0
17,2025,5,15.01,0,5,-1535.0,-2444.0,-63.0,0,2,7,0.0,0.0,0.0
2,2025,0,15.01,0,4,-5298.0,1397.0,-86.0,6,8,16,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,6,9,6,0.0,0.0,0.0
7,2025,5,15.01,1,1,-1400.0,183.0,1.0,0,3,5,0.0,0.0,0.0
2,2025,0,15.01,0,5,-916.0,-462.0,-1.0,1,5,1,0.0,0.0,0.0
2,2025,0,15.01,0,1,-419.0,1172.0,34.0,3,3,2,0.0,0.0,0.0
0,2025,5,15.01,0,3,-129.0,-1058.0,1.0,1,16,6,0.0,0.0,0.0
1,2025,6,15.02,0,2,452.0,594.0,20.0,5,6,2,0.0,0.0,0.0
2,2025,0,15.01,1,1,-348.0,-724.0,4.0,1,0,2,0.0,0.0,0.0
7,2025,5,15.01,1,0,1107.0,-1473.0,-8.0,7,4,4,0.0,0.0,0.0
5,2025,5,15.01,1,0,-1796.0,-1059.0,-5.0,1,0,2,0.0,0.0,0.0
12,2025,4,15.02,0,1,-1682.0,-1666.0,-3.0,0,1,6,0.0,0.0,0.0
7,2025,5,15.01,0,1,-2081.0,-3133.0,-81.0,0,14,2,0.0,0.0,0.0
14,2025,5,15.01,1,4,-4533.0,-2854.0,-81.0,7,13,22,0.0,0.0,0.0
13,2025,5,15.01,0,0,166.0,-531.0,-30.0,2,9,4,0.0,0.0,0.0
8,2025,5,15.01,1,3,120.0,315.0,-5.0,1,23,5,0.0,0.0,0.0
4,2025,4,15.02,1,5,-181.0,-557.0,17.0,1,7,5,0.0,0.0,0.0
5,2025,5,15.01,0,0,1796.0,1059.0,5.0,11,8,1,0.0,0.0,0.0
10,2025,4,15.01,1,2,0.0,0.0,0.0,4,4,2,0.0,0.0,0.0
3,2025,3,15.01,1,5,1082.0,1078.0,27.0,4,9,0,0.0,0.0,0.0
13,2025,5,15.01,1,2,-1182.0,-1410.0,-24.0,6,2,5,0.0,0.0,0.0
9,2025,2,15.02,0,2,0.0,0.0,0.0,2,3,4,0.0,0.0,0.0
4,2025,4,15.01,1,3,1317.0,648.0,6.0,0,10,0,0.0,0.0,0.0
12,2025,4,15.02,1,0,-1374.0,-910.0,8.0,0,0,3,0.0,0.0,0.0
17,2025,5,15.01,1,3,-83.0,440.0,4.0,0,4,2,0.0,0.0,0.0
3,2025,3,15.01,0,2,328.0,-85.0,9.0,12,13,1,0.0,0.0,0.0
3,2025,3,15.01,0,4,-4172.0,-1826.0,30.0,9,15,25,0.0,0.0,0.0
0,2025,5,15.02,0,5,-410.0,-60.0,-15.0,6,12,3,0.0,0.0,0.0
4,2025,4,15.01,0,4,-13655.0,-10325.0,-64.0,12,33,32,0.0,0.0,0.0
12,2025,4,15.02,1,5,-1987.0,-2088.0,-9.0,0,1,2,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,4,10,5,0.0,0.0,0.0
3,2025,3,15.01,0,5,-1434.0,-16.0,-1.0,0,3,3,2.0,3.0,1.0
5,2025,5,15.02,1,3,-462.0,-1955.0,6.0,0,4,4,0.0,0.0,0.0
1,2025,6,15.02,0,1,-3091.0,-3370.0,-61.0,6,3,4,0.0,0.0,0.0
4,2025,4,15.01,0,0,-4017.0,-2598.0,-42.0,1,6,8,0.0,0.0,0.0
15,2025,5,15.01,1,3,-406.0,-469.0,-13.0,0,11,3,0.0,0.0,0.0
0,2025,5,15.01,0,3,958.0,495.0,6.0,0,22,4,0.0,0.0,0.0
3,2025,3,15.01,1,4,11145.0,7683.0,104.0,18,48,3,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,1,4,5,0.0,0.0,0.0
7,2025,5,15.01,1,5,-899.0,-581.0,11.0,0,3,4,0.0,0.0,0.0
16,2025,5,15.02,0,5,-1787.0,-1062.0,-8.0,2,6,2,0.0,0.0,0.0
2,2025,0,15.01,0,5,200.0,505.0,-1.0,2,4,1,0.0,0.0,0.0
1,2025,6,15.02,1,3,453.0,-388.0,8.0,1,20,4,0.0,0.0,0.0
14,2025,5,15.01,1,3,15.0,524.0,-3.0,1,5,5,0.0,0.0,0.0
11,2025,4,15.02,1,4,1585.0,2396.0,20.0,17,39,15,0.0,0.0,0.0
3,2025,3,15.01,0,5,-1174.0,76.0,23.0,2,3,6,0.0,0.0,0.0
2,2025,0,15.01,0,1,-950.0,-1034.0,-40.0,2,6,8,0.0,0.0,0.0
2,2025,0,15.01,0,2,348.0,180.0,-14.0,5,14,1,0.0,0.0,0.0
0,2025,5,15.01,1,1,-1457.0,-2366.0,-34.0,1,1,4,0.0,0.0,0.0
9,2025,2,15.02,0,1,-200.0,-38.0,6.0,1,17,7,0.0,0.0,0.0
9,2025,2,15.02,1,2,942.0,-405.0,20.0,6,6,3,0.0,0.0,0.0
3,2025,3,15.01,1,5,-2486.0,-1413.0,-43.0,1,1,2,0.0,0.0,0.0
12,2025,4,15.02,1,3,-588.0,-1672.0,5.0,1,7,4,0.0,0.0,0.0
4,2025,4,15.01,1,0,2033.0,1543.0,19.0,2,6,0,0.0,0.0,0.0
15,2025,5,15.02,0,5,1335.0,820.0,-9.0,7,8,0,0.0,0.0,0.0
3,2025,3,15.01,1,0,-341.0,394.0,19.0,3,2,3,0.0,0.0,0.0
8,2025,5,15.01,0,1,1579.0,1942.0,5.0,3,4,1,0.0,0.0,0.0
0,2025,5,15.01,1,2,430.0,2300.0,37.0,3,9,1,0.0,0.0,0.0
9,2025,2,15.02,1,4,0.0,0.0,0.0,20,37,1,0.0,0.0,0.0
10,2025,4,15.02,1,1,0.0,0.0,0.0,5,4,3,0.0,0.0,0.0
13,2025,5,15.01,1,2,0.0,0.0,0.0,1,7,2,0.0,0.0,0.0
9,2025,2,15.02,0,5,3173.0,550.0,31.0,7,3,0,0.0,0.0,0.0
3,2025,3,15.01,0,2,2552.0,2349.0,36.0,5,13,1,0.0,0.0,0.0
2,2025,0,15.01,0,4,-10848.0,-8251.0,-91.0,6,17,22,0.0,0.0,0.0
9,2025,2,15.02,0,5,3316.0,376.0,15.0,6,10,3,0.0,0.0,0.0
10,2025,4,15.01,1,4,0.0,0.0,0.0,13,40,27,0.0,0.0,0.0
5,2025,5,15.01,1,2,71.0,1524.0,23.0,4,12,4,0.0,0.0,0.0
10,2025,4,15.01,1,4,0.0,0.0,0.0,6,13,22,0.0,0.0,0.0
15,2025,5,15.01,0,5,-220.0,1128.0,-38.0,3,11,0,0.0,0.0,0.0
15,2025,5,15.01,0,3,-835.0,673.0,-14.0,0,1,5,0.0,0.0,0.0
17,2025,5,15.01,1,4,7613.0,10284.0,43.0,23,56,8,0.0,0.0,0.0
13,2025,5,15.01,0,3,-52.0,-858.0,9.0,0,8,1,0.0,0.0,0.0
6,2025,1,15.01,1,1,-218.0,-279.0,-8.0,3,7,4,0.0,0.0,0.0
13,2025,5,15.01,0,5,-3250.0,-474.0,-34.0,4,2,6,0.0,0.0,0.0
12,2025,4,15.02,0,0,2190.0,494.0,9.0,6,8,2,0.0,0.0,0.0
4,2025,4,15.01,0,5,-645.0,498.0,26.0,2,9,7,0.0,0.0,0.0
7,2025,5,15.01,1,4,0.0,0.0,0.0,3,8,18,0.0,0.0,0.0
13,2025,5,15.01,1,4,-5458.0,-4680.0,-53.0,14,27,16,0.0,0.0,0.0
15,2025,5,15.02,0,0,1030.0,718.0,29.0,5,8,1,0.0,0.0,0.0
13,2025,5,15.01,1,4,2156.0,2064.0,16.0,20,53,6,0.0,0.0,0.0
15,2025,5,15.01,1,0,683.0,1863.0,83.0,0,1,3,0.0,0.0,0.0
7,2025,5,15.01,1,4,7811.0,8436.0,42.0,21,66,10,0.0,0.0,0.0
5,2025,5,15.02,1,2,179.0,815.0,8.0,4,3,2,0.0,0.0,0.0
3,2025,3,15.01,0,2,-571.0,-537.0,-16.0,0,12,4,0.0,0.0,0.0
15,2025,5,15.02,0,5,389.0,417.0,29.0,1,5,2,0.0,0.0,0.0
1,2025,6,15.02,1,4,7231.0,7019.0,99.0,20,32,11,0.0,0.0,0.0
9,2025,2,15.02,0,0,-478.0,256.0,17.0,7,8,3,0.0,0.0,0.0
7,2025,5,15.01,1,0,47.0,438.0,9.0,6,19,3,0.0,0.0,0.0
